{'reviewerID': 'xL4EOIKW6ZRM06T1lMjb_w', 'rate_deviation': 0.099, 'first_time': 0.0001, 'burstiness': 0.15, 'content_similarity': 0.1938}
{'reviewerID': 'gZ-CewXerXlytUGV-4nFRA', 'rate_deviation': 0.1833, 'first_time': 0.0001, 'burstiness': 0.25, 'content_similarity': 0.2088}
{'reviewerID': 'ZMzxLGZYCtplGN-gYSU31Q', 'rate_deviation': 0.1126, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0812}
{'reviewerID': 'o-TSc9yxEARU29EC68hVRg', 'rate_deviation': 0.0144, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'khPkVSgyTqPxi-tscd6cDw', 'rate_deviation': 0.1093, 'first_time': 0.0001, 'burstiness': 0.4, 'content_similarity': 0.1641}
{'reviewerID': 'rGdNsmucbSDO38xCi10UiQ', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'Bs-YIZ4KwRv5g7UfDkJdug', 'rate_deviation': 0.1709, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.1023}
{'reviewerID': '3gEjIcYYcnTYNyexMTcArA', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'qYxGJKlYrqNgodzMWHaaGw', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.2004}
{'reviewerID': '5F_ASUSCHFf3YotkKioZ5w', 'rate_deviation': 0.2296, 'first_time': 0.0001, 'burstiness': 0.2, 'content_similarity': 0.1841}
{'reviewerID': 'h136BNivS7Bn5aVfA5fs9w', 'rate_deviation': 0.0287, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'ckQyi6cnOyLE1LWrfn-qww', 'rate_deviation': 0.3001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'Q5xEsdg0B5kTGu5wm6d2AA', 'rate_deviation': 0.1601, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'ZNHqAaYaNBSp8s8CGfnK2Q', 'rate_deviation': 0.35, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.1296}
{'reviewerID': 'xcZo4LD1AgwH-aeKD2Rvtw', 'rate_deviation': 0.2, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.187}
{'reviewerID': 'Ks751Qm5v97pCo10xYu1mA', 'rate_deviation': 0.1334, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'kgHcYU5dZRgwZQFoVrzNnA', 'rate_deviation': 0.0167, 'first_time': 0.0001, 'burstiness': 0.1, 'content_similarity': 0.1103}
{'reviewerID': '5L0eiAkoQIVvI_XOjzhFpA', 'rate_deviation': 0.1034, 'first_time': 0.0001, 'burstiness': 0.15, 'content_similarity': 0.2412}
{'reviewerID': 'CS6JY1Ts0AiWFU61QaC1nA', 'rate_deviation': 0.1667, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.273}
{'reviewerID': 'O49dBtaLZhcnji38Pn2n1g', 'rate_deviation': 0.2001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'g2pjJLw2362ne09i2xjgoQ', 'rate_deviation': 0.16, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.1019}
{'reviewerID': '7liab56Gu9WIiqB0xtSXPA', 'rate_deviation': 0.0834, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'yXnuorbaYG5N5SbERJ4m-Q', 'rate_deviation': 0.0501, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
{'reviewerID': 'V0WaWtgeTa-8P5XHc5eRVA', 'rate_deviation': 0.1001, 'first_time': 0.0001, 'burstiness': 0.05, 'content_similarity': 0.0001}
